30520,264,264
27859,31,59
19418,209,138
24628,17,72
19447,217,0
27149,17,75
21919,122,224
21878,185,193
22297,109,162
20790,137,225
19003,207,2
20140,104,182
20355,115,192
19656,209,161
19233,185,170
18409,137,161
19253,97,182
28118,29,51
24569,7,0
21650,209,161
18879,105,192
22949,143,247
18914,209,122
20261,115,220
20681,127,247
18577,101,182
19657,101,182
25537,7,0
21166,124,192
19501,137,177
20961,137,225
22693,115,192
29884,27,40
19229,122,182
25037,7,0
25576,31,59
22296,122,230
30380,17,91
19447,123,246
30230,17,80
18829,185,154
18654,145,164
18960,185,90
18589,133,196
20121,106,192
20351,209,106
19514,101,230
21809,128,224
19235,145,212
19557,109,230
27157,31,59
21335,117,229
22302,209,177
25087,31,59
24034,209,170
19659,111,246
25017,29,48
19422,113,230
30335,17,75
19940,111,192
22938,139,247
19399,185,90
21543,123,246
19797,109,224
18976,209,128
18397,97,224
27850,7,0
19881,214,2
26371,7,0
21119,185,122
28633,7,0
21478,131,229
20952,128,182
18950,113,246
19364,101,224
29304,27,40
26111,26,27
21904,231,2
30143,29,48
20136,95,230
19773,145,228
21351,209,145
20481,185,145
21647,145,244
20456,185,193
27395,7,0
18553,145,173
19104,113,224
19656,103,230
30039,29,51
20432,137,209
24950,27,43
24455,27,43
30110,17,72
27942,27,43
22904,125,247
20758,111,162
23627,209,161
18849,185,161
18971,113,182
27359,31,59
18708,97,224
20684,132,246
29842,27,43
25327,17,91
22098,138,246
26104,7,0
27967,7,0
23208,145,244
22684,209,128
19763,104,182
26190,7,0
29620,7,0
22442,133,247
19034,113,182
20292,209,154
19444,113,230
19141,101,224
21766,185,177
30010,27,43
27036,31,59
23733,137,225
19308,209,74
19663,145,173
29542,29,51
20607,119,229
22145,121,192
26019,27,43
24989,31,59
24899,29,48
19763,95,224
30421,17,72
30279,7,0
29010,7,0
21059,185,113
22651,185,177
19328,185,177
21168,231,2
19684,122,224
20106,122,230
19000,185,81
21426,225,64
20102,137,161
29702,29,51
19667,209,154
22407,181,2
25120,17,88
20009,128,230
29409,7,0
19635,138,246
25218,26,27
19836,109,182
25069,31,56
18315,175,2
19686,193,3
19217,130,192
19340,231,2
25928,17,91
28654,33,67
19083,115,192
21558,115,192
19381,137,170
22186,128,230
29569,29,51
20304,185,90
23114,131,229
20170,145,244
29501,29,48
19596,122,230
19978,145,212
25299,29,51
21365,137,241
22647,127,192
22462,137,241
25840,7,0
28144,29,51
24747,7,0
20009,214,2
19347,223,3
25335,27,43
22956,123,162
19237,128,224
18627,209,122
27564,17,83
19340,109,182
18788,95,224
24974,17,91
22290,135,229
18508,185,128
21681,209,161
21509,239,2
18849,113,225
20522,113,182
19758,200,3
28279,7,1
21125,209,138
22183,239,2
19849,113,224
25744,17,72
19094,123,246
25065,7,0
26128,7,0
18803,137,161
19934,185,128
20794,109,230
22913,185,177
25631,7,0
19211,137,170
26096,7,1
20184,137,225
24962,29,51
21524,128,230
29938,31,59
21318,127,192
24748,17,75
20380,128,224
28804,17,91
19502,133,164
20708,121,192
22358,117,162
19529,185,97
21062,122,182
19756,209,138
22201,123,162
22323,123,162
22411,185,161
19998,133,180
18368,113,170
26237,27,43
18366,101,180
18902,97,192
20161,121,220
20717,207,2
25300,33,67
21761,209,90
19949,109,162
27227,27,43
18937,137,177
18744,101,230
19724,105,246
19346,127,220
24868,27,40
26568,7,1
26591,29,51
20237,145,196
18864,247,0
24606,29,48
20560,103,230
19308,95,224
19604,145,196
18955,101,230
18721,223,3
18637,101,182
18647,115,192
20859,117,229
19150,145,180
25190,29,35
29892,31,56
26650,31,59
19401,207,0
21280,127,220
25840,31,56
26527,29,51
19934,209,97
18380,89,170
19047,145,180
26500,7,0
19804,209,90
19997,103,224
19214,113,224
27647,33,67
29640,7,0
21274,209,138
21782,125,247
21643,209,225
25179,7,0
27365,17,83
25767,31,59
19954,209,154
19387,115,192
22275,145,212
21264,185,161
21798,145,196
24450,27,40
21408,135,229
21609,127,162
21380,209,145
26656,27,43
26621,7,0
18371,101,224
20944,119,229
30037,17,75
18582,101,224
18696,113,224
21420,119,229
29540,7,0
18818,185,161
21886,185,138
22664,131,192
19930,113,225
20418,131,220
26019,209,241
18939,113,224
22526,125,229
20230,113,246
25188,7,0
22327,209,177
18327,109,182
20284,185,209
18377,185,145
22372,111,162
25104,7,0
23204,137,209
19719,133,212
19194,115,192
18477,113,224
18559,101,228
18739,137,177
19106,107,246
19758,145,180
22152,137,170
27904,7,0
20984,125,247
21162,114,246
19377,97,182
23786,209,225
30208,27,43
18807,104,182
19761,103,192
26251,29,51
29200,7,0
22793,139,247
29797,17,72
21722,123,162
19695,137,209
19582,119,246
18712,209,128
26765,7,0
19960,109,182
21428,185,177
18509,113,182
18415,114,246
20062,127,220
24129,209,177
29541,29,51
19256,145,164
22111,223,3
19306,137,177
19808,113,224
24990,29,32
18843,106,192
26353,26,27
24538,7,1
21180,131,229
19253,113,241
23458,143,247
18630,107,246
20452,185,145
19025,113,220
27500,17,75
18422,181,2
20003,97,224
28648,31,59
30137,31,59
23329,133,247
19663,114,246
26955,17,75
19706,105,192
22477,131,192
21052,137,193
19176,201,64
20377,223,3
25465,7,0
18977,99,192
24615,7,0
18633,109,224
24522,7,0
27138,29,51
26374,27,43
19184,109,224
30468,29,51
21558,131,192
24989,26,27
18499,104,224
19867,106,192
22722,185,209
25803,17,80
19943,209,161
25193,26,27
20214,201,64
20193,119,246
21217,185,241
20206,123,246
22672,209,241
19105,122,182
25502,29,35
20183,209,177
29722,7,0
21048,121,220
20478,137,170
20697,115,220
20700,185,106
22268,209,225
26692,7,0
20464,185,90
19953,209,90
25878,17,91
19342,214,2
19227,239,2
21963,185,145
27003,7,0
28032,29,51
21295,185,161
18579,113,224
18623,95,224
20452,133,196
19164,119,246
22058,137,225
19152,109,182
30365,17,83
19087,128,182
24464,33,64
26774,29,35
20297,209,113
27977,31,59
18912,137,177
21745,137,161
20610,145,228
25435,33,64
20940,127,162
28247,26,27
23179,209,145
30345,17,88
22148,185,161
27421,7,0
20445,209,177
18590,209,113
28768,7,0
28080,7,0
18644,137,170
20626,137,241
19851,101,228
20706,209,128
18815,130,192
18701,101,182
19026,185,145
21860,143,247
18673,145,180
20482,113,224
21930,139,247
20181,113,230
29902,17,80
24546,29,51
24882,7,0
21891,209,97
19869,185,122
18696,193,3
18495,209,106
19448,103,224
27929,31,59
20586,109,224
25513,27,43
24661,7,0
18764,137,177
30186,7,1
18634,185,81
24995,7,0
19110,115,220
18363,111,192
18872,104,230
20352,103,224
20770,209,122
18487,113,177
26195,7,0
18396,200,3
27970,27,43
27362,33,67
20334,109,162
20897,185,161
19487,123,246
19396,223,3
18494,185,74
21275,185,154
26826,31,56
19022,145,180
22046,127,192
22207,209,170
19154,122,182
20637,209,193
26713,27,43
20031,111,162
22729,117,162
19523,209,145
26325,29,35
20476,124,192
28861,7,0
28927,29,51
20928,185,161
19706,122,182
18586,133,212
25587,7,1
22329,131,229
22273,137,177
19799,107,246
20783,209,177
28601,31,59
22804,145,228
22639,214,2
21866,185,241
19727,103,182
21896,131,229
28423,17,75
19292,200,3
19158,113,182
20133,145,228
20502,115,192
26168,7,0
19595,133,228
20585,113,246
30458,31,59
20715,123,246
27462,7,0
22883,185,225
19412,104,224
26245,33,67
18746,109,182
18655,128,182
22938,185,177
21700,185,145
20373,185,138
29804,29,48
19061,104,230
19604,145,212
19450,185,106
18468,109,224
18782,111,192
20621,209,122
19709,133,228
22359,185,209
18766,109,224
20248,133,228
20396,101,224
19957,185,128
18999,209,128
29945,31,59
28552,31,59
18719,103,182
19127,145,196
18787,113,230
21933,131,192
19167,169,3
27732,7,0
20622,113,220
19574,131,220
19817,215,3
19390,137,193
18866,95,182
28410,31,59
24493,17,75
20935,113,230
21467,185,128
20593,185,97
20136,123,246
21777,137,161
18853,104,224
21630,113,230
29628,27,40
18320,113,209
28250,7,0
21942,231,2
18950,89,193
20673,109,162
21140,122,224
26889,29,51
19242,133,196
19432,89,209
18484,81,244
27322,7,0
28375,17,91
29499,27,43
18336,133,212
26123,31,59
18925,103,230
22556,185,170
18446,185,122
28310,17,75
23208,209,145
26710,7,0
18531,185,128
29553,7,0
21991,185,145
24681,7,0
21810,209,154
20372,117,162
19868,137,209
28174,7,0
20815,185,145
24835,29,35
25104,29,51
22152,209,177
29387,7,0
18464,113,177
26766,26,27
18545,105,246
21716,133,247
20514,101,224
21292,123,162
21147,128,224
21830,209,161
23102,209,138
20808,209,177
20273,231,2
18817,97,182
18841,109,230
19376,111,192
27340,27,43
20113,133,244
22532,119,229
24617,17,88
18717,103,224
25386,31,59
19955,137,193
18864,133,228
22263,214,2
25683,29,51
19005,137,161
19049,113,224
19278,122,182
19236,209,145
23637,209,225
26743,27,43
19236,113,224
19816,185,106
28369,17,83
20070,113,230
24508,7,0
22612,113,192
24740,31,59
20440,113,224
21224,145,173
19418,113,209
19245,101,224
29939,29,51
18391,101,180
25771,7,0
18845,101,196
19878,133,173
19962,109,224
18683,104,182
21921,111,162
21628,127,192
19882,185,170
21578,143,247
24540,185,241
19211,128,182
24672,33,67
26045,17,83
19973,133,180
20170,109,230
19373,103,182
20975,122,224
18875,123,246
18996,95,230
28905,17,91
20351,113,241
21729,185,145
27941,17,83
24191,209,241
19861,209,145
19741,101,230
19956,214,2
25511,17,83
18773,115,220
20235,185,122
25342,26,27
29927,17,80
21354,133,247
22881,125,229
19681,113,246
29762,7,0
21222,127,162
19974,209,161
28091,7,1
21319,145,180
19306,101,224
20202,209,106
28239,7,1
21186,122,182
19118,200,3
24135,185,225
27598,7,0
21076,128,182
21801,122,224
20933,185,209
27054,31,59
27906,7,1
20620,104,224
19227,113,182
20475,127,220
18833,209,106
26556,7,0
25342,29,35
20290,128,182
20470,209,177
21205,185,128
25877,7,0
25566,7,0
20902,125,229
25284,7,0
20911,145,244
18537,115,192
19057,128,182
27689,7,0
22442,185,161
19160,137,193
19475,185,161
20507,145,228
22727,137,193
19884,185,81
20739,185,138
19030,145,173
30151,7,0
21930,209,225
21230,209,145
19140,111,192
29845,17,75
19314,209,128
26688,7,0
18704,133,196
19781,109,224
18747,101,224
19066,133,212
21403,185,177
25669,7,0
27236,17,75
22858,127,162
19636,128,224
20273,113,192
21059,127,247
18836,163,3
19247,130,192
24584,17,83
25484,29,51
20613,138,246
20158,209,177
27539,27,43
19949,131,220
18779,128,182
24748,17,88
19028,215,3
20447,209,113
20924,209,193
20262,137,209
18430,209,90
19781,101,182
20714,145,212
19849,122,224
21308,185,170
24604,29,51
27532,29,51
18406,185,145
19349,109,224
26404,27,43
26001,33,64
23392,185,193
20558,113,224
19610,128,230
22676,185,177
19519,133,244
19784,137,193
21201,209,145
23044,121,192
20994,123,162
20039,128,230
19699,95,230
26086,31,59
24137,137,241
19028,109,182
26749,29,35
20910,114,246
21623,185,138
27812,7,0
24711,7,0
21739,209,209
19759,128,182
18817,137,170
18765,122,182
21799,209,161
29769,17,72
18688,104,224
19053,193,3
22095,119,229
20844,185,145
25340,29,51
18673,113,241
19469,217,0
26815,7,1
19337,123,246
18346,108,247
28966,7,0
20100,207,2
19988,113,230
25086,209,209
19586,115,220
18395,115,220
18440,137,161
18313,113,220
18615,161,67
20398,113,182
18698,113,220
27772,27,43
26830,26,27
20670,113,192
20532,117,229
30166,17,72
19830,122,182
18742,95,182
28634,7,0
22661,209,128
28767,27,43
19386,209,81
18927,145,173
24727,27,43
22177,209,177
22275,209,113
23659,209,161
18648,145,180
29473,29,48
29980,31,59
19247,104,224
19501,145,196
19832,103,224
18941,97,182
21821,117,162
22334,209,241
19256,239,2
20688,209,170
20082,132,246
27872,7,0
21710,223,3
19535,209,81
20796,185,113
21437,138,246
30437,27,43
26853,29,51
26526,27,43
28016,27,43
28568,33,67
21690,128,224
25464,29,48
18788,133,180
20281,209,161
19832,209,145
22502,135,229
18888,215,3
23276,127,192
18834,137,161
18641,122,182
27722,17,91
27453,17,91
27640,26,27
24615,27,43
18560,209,97
21458,133,228
27461,29,51
25049,11,0
20237,107,246
19459,209,74
20071,137,161
28890,7,0
21149,109,162
22736,143,247
19788,185,193
27192,7,0
29981,33,64
27601,29,51
25215,17,91
21243,145,228
24398,185,225
20002,185,177
22247,137,177
18623,145,164
21014,145,244
25154,29,35
20657,127,220
19825,113,182
29309,7,0
27917,7,0
19836,115,192
18699,201,64
27272,31,59
20599,125,247
26219,27,40
20873,104,224
21344,145,180
22209,132,246
30239,17,80
19701,113,182
18475,89,177
24848,31,59
26096,7,0
20409,111,162
24041,209,241
21867,127,247
19620,104,230
24878,17,75
19801,128,224
19287,145,164
22251,115,192
28595,31,59
26161,7,0
24894,33,67
21040,121,192
19265,124,192
20350,209,170
25443,17,83
19548,225,64
26963,27,43
27834,7,0
22780,209,193
26383,29,48
25151,27,43
27449,33,67
19491,95,224
30191,29,51
20891,101,230
20057,122,230
20690,113,230
19973,113,224
18897,114,246
24775,33,64
24798,17,83
18454,89,225
30448,33,67
21311,125,247
19805,115,192
28171,31,59
24803,185,241
20255,101,244
30322,33,64
28001,7,0
21250,104,230
29223,7,0
