15080,130,132
13445,81,116
10488,57,113
14159,113,113
14548,111,3
13388,111,3
14245,101,125
14458,12,8
13647,113,90
13797,7,0
14483,127,0
12206,87,106
14654,103,0
14012,89,128
13461,113,81
14621,11,0
14175,12,10
14455,7,0
14560,97,122
13777,113,97
14831,101,131
14141,97,106
14405,101,131
12908,89,3
14946,113,113
12693,129,64
11070,127,0
11413,57,122
14236,97,113
13596,117,67
14666,129,64
13349,98,2
14381,105,64
14997,113,90
13732,7,0
13862,97,97
11223,69,131
13772,81,77
12167,92,3
13770,97,88
14584,71,74
14724,69,131
14598,113,81
14654,69,125
12028,69,131
14334,101,131
13621,127,0
14376,7,0
13401,107,0
12038,127,0
13832,33,102
13922,12,10
13370,123,2
13831,81,131
13914,101,93
15021,89,106
13996,101,116
13870,87,128
14484,117,67
14475,107,0
14177,12,10
13336,69,131
14455,12,8
11864,81,131
13218,111,3
14808,101,131
13945,113,128
14483,113,122
14724,101,93
10399,127,0
12532,81,84
14313,7,1
13460,115,3
13855,107,0
12000,107,0
13860,113,90
12669,81,131
13197,115,3
14382,101,131
14686,7,0
13319,103,0
13434,115,3
14173,12,10
13863,69,100
14849,11,0
11799,81,84
12692,81,131
13827,101,109
14453,12,8
13359,69,131
12634,92,3
12872,127,0
12270,127,0
13619,7,0
14230,101,77
13787,7,0
14236,69,109
14746,69,131
12171,127,0
13871,113,74
14310,101,125
14628,7,0
13617,7,0
13208,111,3
14574,7,0
13179,89,113
14337,113,90
13246,107,0
14545,113,128
14115,127,0
13329,89,106
13598,12,9
11532,127,0
14456,12,8
14632,7,0
13620,7,0
13812,89,128
12497,98,2
13154,113,97
14762,81,116
11152,97,72
14520,7,0
9940,127,0
14100,129,64
13588,12,9
14736,89,97
13837,123,2
13704,127,0
14932,7,0
14449,12,8
14666,115,3
13661,89,128
11654,115,3
14338,69,116
13536,113,113
14505,103,0
13990,113,97
12592,81,131
14585,71,120
14180,12,10
14857,7,1
14622,97,128
14568,113,128
12793,127,0
13396,119,2
14679,11,0
13426,89,113
14519,11,0
13044,89,97
14179,12,10
13747,89,122
12543,127,0
14198,52,84
14370,81,100
12541,111,3
14292,7,0
13145,123,2
14467,113,97
12934,98,2
13862,113,122
11391,127,0
13835,89,128
13925,101,116
15027,7,0
14352,11,0
14614,119,2
12687,89,3
13024,113,90
14696,113,122
12688,69,131
14241,81,93
13386,127,0
12048,69,131
12025,69,131
11955,97,0
13922,113,128
14277,113,106
12340,107,0
13334,127,0
13638,89,128
14086,7,0
12190,89,74
14448,12,10
14752,7,0
11887,81,131
13509,101,131
13763,81,125
13928,123,2
13701,127,0
11046,112,0
14520,113,74
11758,67,90
13274,69,125
10733,73,88
14044,101,100
13094,111,3
14986,119,2
14606,89,90
14492,12,10
14350,89,3
14509,119,2
12786,87,0
10912,103,0
14950,41,126
13908,89,122
13924,107,0
13333,129,64
14746,101,125
13542,129,64
14059,7,0
13565,89,128
12615,81,131
13573,97,128
13912,97,67
14648,107,0
14669,95,2
14189,119,2
13967,127,0
14883,7,0
14035,89,128
14817,7,0
14645,97,128
14820,113,106
13356,92,3
14015,113,81
11246,69,131
13734,69,93
13800,127,0
13576,89,122
13457,123,2
14747,123,2
13063,81,100
13732,97,90
12738,97,0
13096,81,131
14422,101,116
13170,113,74
14450,12,10
14074,123,2
12914,89,90
14064,113,106
13248,113,81
14781,113,128
15013,7,0
14055,115,3
13922,12,10
12577,105,64
13503,89,122
14758,113,128
12050,69,131
13588,89,128
13716,95,2
9337,79,0
14372,113,113
13535,95,2
13414,98,2
14802,7,0
11385,67,81
13442,113,106
13532,101,131
14854,101,100
12107,81,109
12665,69,131
13854,81,131
14053,7,0
13488,85,67
13847,81,84
12401,82,0
13896,119,2
13934,103,0
13589,12,9
14206,89,81
12319,95,2
14041,7,0
14129,89,74
12615,95,2
14327,101,109
13125,87,0
13997,69,120
13258,119,2
14311,101,131
14308,101,84
13587,12,9
13119,81,131
14665,81,109
12848,98,2
12414,97,0
