label, LUT ratio, FF ratio, BRAM ratio, DSP ratio, path delay, Rent, average fanout, total instances
Success, 0.8809569317023446, 0.3508218654434251, 0.031818181818181815, 0.0, 0.10779999999999999, 0.37, 3.63, 42774
Success, 0.9214449541284404, 0.2569762996941896, 0.07727272727272727, 0.17532467532467533, 0.10779999999999999, 0.14, 4.07, 32705
Success, 0.6667622324159022, 0.40515099388379205, 0.95, 0.37662337662337664, 0.10779999999999999, 0.45, 2.38, 51027
Success, 0.8553134556574924, 0.5209607543323139, 0.95, 0.7824675324675324, 0.10779999999999999, 0.4, 2.3, 63122
Success, 0.971170998980632, 0.27999171763506625, 0.07727272727272727, 0.22402597402597402, 0.10779999999999999, 0.32, 4.7, 34672
Success, 0.6002484709480123, 0.3568106523955148, 0.6045454545454545, 0.32142857142857145, 0.10779999999999999, 0.29, 2.61, 42693
Success, 0.6546572375127421, 0.4662334352701325, 0.5772727272727273, 0.7012987012987013, 0.10779999999999999, 0.11, 2.0, 54359
Success, 0.6261467889908257, 0.4470406472986748, 0.4727272727272727, 0.8766233766233766, 0.10779999999999999, -1, 2.07, 51955
Success, 0.9147872069317023, 0.3962952344546381, 0.22272727272727272, 0.8603896103896104, 0.10779999999999999, 0.2, 2.74, 49951
Success, 0.6091679408766565, 0.3973942405708461, 0.15, 0.8603896103896104, 0.10779999999999999, 0.24, 2.31, 42951
Success, 0.8771661569826708, 0.2553835372069317, 0.15, 0.16558441558441558, 0.10779999999999999, 0.41, 4.86, 31455
Success, 0.8185843527013251, 0.35910423037716616, 0.22272727272727272, 0.8603896103896104, 0.10779999999999999, 0.2, 2.65, 44614
Success, 0.7962538226299695, 0.3739647043832824, 0.36818181818181817, 0.7045454545454546, 0.10779999999999999, 0.02, 2.64, 46294
Success, 0.7634110601427115, 0.45218527013251786, 0.95, 0.3116883116883117, 0.10779999999999999, 0.29, 2.46, 58942
Success, 0.6652968909276249, 0.3183454383282365, 0.15, 0.7045454545454546, 0.10779999999999999, 0.16, 2.61, 37525
Success, 0.7233371559633027, 0.4456390163098879, 0.4590909090909091, 0.7532467532467533, 0.10779999999999999, 0.27, 2.37, 50755
Implementation failed, 0.7684123343527013, 0.3283002038735984, 0.16818181818181818, 0.8603896103896104, 0.10779999999999999, 0.18, 2.64, 40202
Implementation failed, 0.9182594291539246, 0.20044915902140673, 0.05454545454545454, 0.032467532467532464, 0.10779999999999999, 0.3, 9.17, 20744
Success, 0.6281855249745159, 0.4484104230377166, 0.5136363636363637, 0.7012987012987013, 0.10779999999999999, 0.17, 1.98, 52191
Success, 0.7639525993883792, 0.4594482670744139, 0.6590909090909091, 0.6331168831168831, 0.10779999999999999, 0.28, 2.5, 53763
Success, 0.6003440366972477, 0.39056128950050967, 0.36818181818181817, 0.7532467532467533, 0.10779999999999999, 0.06, 2.26, 42651
Implementation failed, 0.8557275739041794, 0.1971362130479103, 0.05454545454545454, 0.032467532467532464, 0.10779999999999999, 0.28, 9.48, 20555
Success, 0.6062691131498471, 0.35529752803261977, 0.7318181818181818, 0.16558441558441558, 0.10779999999999999, 0.46, 2.77, 44669
Success, 0.6163672273190621, 0.3734231651376147, 0.39545454545454545, 0.6655844155844156, 0.10779999999999999, 0.2, 2.35, 43048
Success, 0.8862130479102956, 0.3788544852191641, 0.22272727272727272, 0.9383116883116883, 0.10779999999999999, 0.14, 2.63, 47110
Success, 0.6182466870540265, 0.33505351681957185, 0.6227272727272727, 0.2987012987012987, 0.10779999999999999, 0.36, 2.49, 43161
Success, 0.6492418450560652, 0.47285932721712537, 0.5954545454545455, 0.8409090909090909, 0.10779999999999999, 0.16, 1.99, 54260
Success, 0.7710881753312946, 0.473591997961264, 0.95, 0.6233766233766234, 0.10779999999999999, 0.44, 2.38, 57493
Success, 0.6036888379204893, 0.37503185524974514, 0.40454545454545454, 0.7824675324675324, 0.10779999999999999, 0.26, 2.19, 42029
Success, 0.824796126401631, 0.3665742864424057, 0.22272727272727272, 0.7824675324675324, 0.10779999999999999, 0.16, 2.69, 44948
Success, 0.9489678899082569, 0.29920043323139656, 0.031818181818181815, 0.0, 0.10779999999999999, 0.42, 3.98, 38882
Success, 0.6046126401630989, 0.39954446992864423, 0.36818181818181817, 0.8311688311688312, 0.10779999999999999, 0.37, 2.22, 43169
Success, 0.8799375637104995, 0.27400293068297654, 0.07727272727272727, 0.20454545454545456, 0.10779999999999999, 0.17, 4.56, 33088
Implementation failed, 0.9803134556574924, 0.23303707951070338, 0.031818181818181815, 0.0, 0.10779999999999999, 0.41, 4.01, 35167
Success, 0.7443934760448522, 0.3603784403669725, 0.19545454545454546, 0.7824675324675324, 0.10779999999999999, 0.0, 2.64, 42296
Success, 0.8355950560652395, 0.5166921508664628, 0.6590909090909091, 0.7532467532467533, 0.10779999999999999, 0.41, 2.4, 60250
Success, 0.8940812945973496, 0.3711932976554536, 0.18636363636363637, 0.8603896103896104, 0.10779999999999999, 0.08, 2.73, 47336
Success, 0.808454383282365, 0.381355122324159, 0.22272727272727272, 0.7045454545454546, 0.10779999999999999, 0.31, 2.71, 47007
Success, 0.8893667176350663, 0.2858371559633027, 0.1409090909090909, 0.1461038961038961, 0.10779999999999999, 0.25, 4.79, 35432
Implementation failed, 0.619966870540265, 0.3793482415902141, 0.9727272727272728, 0.006493506493506494, 0.10779999999999999, 0.62, 2.72, 48403
Success, 0.6221648827726809, 0.3704446992864424, 0.40454545454545454, 0.6655844155844156, 0.10779999999999999, 0.27, 2.25, 42973
Success, 0.6105377166156982, 0.33467125382262997, 0.6227272727272727, 0.39285714285714285, 0.10779999999999999, 0.22, 2.36, 41613
Success, 0.6876911314984709, 0.3382231141692151, 0.21363636363636362, 0.7045454545454546, 0.10779999999999999, 0.12, 2.65, 39967
Success, 0.6184696738022426, 0.4059155198776758, 0.22272727272727272, 0.8214285714285714, 0.10779999999999999, 0.05, 2.32, 44652
